N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto,Estado
572272,2021-10-21 16:18:00,13171.0,United Kingdom,60,13254.0,Valido
577783,2021-11-21 16:20:00,18139.0,United Kingdom,1644,278640.0,Valido
578757,2021-11-25 11:41:00,12748.0,United Kingdom,256,42041.0,Valido
542351,2021-01-27 12:13:00,14560.0,United Kingdom,39,15225.0,Valido
559164,2021-07-06 16:39:00,16422.0,United Kingdom,406,58746.0,Valido
578150,2021-11-23 11:18:00,16020.0,United Kingdom,10,1650.0,Valido
558770,2021-07-03 15:19:00,12748.0,United Kingdom,60,11555.0,Valido
580386,2021-12-04 10:29:00,18065.0,United Kingdom,50,18890.0,Valido
570252,2021-10-10 09:14:00,14665.0,United Kingdom,238,55952.0,Valido
536782,2020-12-02 15:18:00,17567.0,United Kingdom,244,51795.0,Valido
571082,2021-10-13 15:25:00,,United Kingdom,479,135471.0,Valido
551984,2021-05-05 14:37:00,15841.0,United Kingdom,234,28166.0,Valido
564476,2021-08-25 12:57:00,12610.0,Italy,168,30950.0,Valido
540353,2021-01-06 14:53:00,13764.0,United Kingdom,282,49989.0,Valido
558706,2021-07-01 12:52:00,16839.0,United Kingdom,320,41696.0,Valido
566278,2021-09-11 14:05:00,13614.0,United Kingdom,67,30215.0,Valido
540477,2021-01-07 14:49:00,13233.0,United Kingdom,404,30424.0,Valido
569695,2021-10-05 15:35:00,16843.0,United Kingdom,938,99388.0,Valido
538308,2020-12-10 13:29:00,14107.0,United Kingdom,268,36324.0,Valido
549054,2021-04-06 10:21:00,17719.0,United Kingdom,109,31219.0,Valido
555626,2021-06-06 11:55:00,16103.0,United Kingdom,92,27080.0,Valido
563921,2021-08-21 14:00:00,16407.0,United Kingdom,2,1590.0,Valido
563943,2021-08-22 10:04:00,13139.0,United Kingdom,268,54092.0,Valido
575854,2021-11-11 12:20:00,14125.0,United Kingdom,486,111108.0,Valido
552764,2021-05-11 11:34:00,17489.0,United Kingdom,232,20856.0,Valido
571407,2021-10-17 12:16:00,13750.0,United Kingdom,85,33063.0,Valido
548208,2021-03-29 17:12:00,14189.0,United Kingdom,224,31410.0,Valido
556922,2021-06-15 13:56:00,12748.0,United Kingdom,5,1425.0,Valido
572076,2021-10-20 14:01:00,13761.0,United Kingdom,418,57894.0,Valido
544189,2021-02-16 16:40:00,15867.0,United Kingdom,36,13300.0,Valido
562543,2021-08-05 15:45:00,13552.0,United Kingdom,216,46390.0,Valido
573136,2021-10-27 17:00:00,12709.0,Germany,110,26868.0,Valido
558261,2021-06-28 08:39:00,16945.0,United Kingdom,24,1008.0,Valido
581482,2021-12-09 09:08:00,17490.0,United Kingdom,228,48840.0,Valido
579740,2021-11-30 14:30:00,,United Kingdom,13,3207.0,Valido
559538,2021-07-10 12:25:00,16880.0,United Kingdom,135,26949.0,Valido
548862,2021-04-04 13:47:00,17956.0,United Kingdom,1,1275.0,Valido
565569,2021-09-05 12:21:00,14111.0,United Kingdom,18,4830.0,Valido
556047,2021-06-08 12:57:00,12901.0,United Kingdom,90,27624.0,Valido
548189,2021-03-29 15:15:00,16607.0,United Kingdom,163,14141.0,Valido
557213,2021-06-17 12:16:00,15021.0,United Kingdom,119,21814.0,Valido
571310,2021-10-17 10:17:00,13394.0,United Kingdom,463,37173.0,Valido
542254,2021-01-26 16:41:00,14733.0,United Kingdom,133,51169.0,Valido
548546,2021-03-31 19:20:00,16600.0,United Kingdom,186,11160.0,Valido
558563,2021-06-30 13:43:00,14561.0,United Kingdom,192,34492.0,Valido
543385,2021-02-07 16:24:00,,United Kingdom,1,795.0,Valido
546034,2021-03-09 09:44:00,14032.0,United Kingdom,291,30964.0,Valido
557602,2021-06-21 11:57:00,14110.0,United Kingdom,156,37972.0,Valido
544596,2021-02-21 17:35:00,16441.0,United Kingdom,110,21100.0,Valido
553006,2021-05-12 16:45:00,15544.0,United Kingdom,393,56035.0,Valido
542634,2021-01-31 10:42:00,15448.0,United Kingdom,232,49464.0,Valido
540536,2021-01-09 14:21:00,17757.0,United Kingdom,93,14550.0,Valido
536568,2020-12-01 15:28:00,16048.0,United Kingdom,12,504.0,Valido
545686,2021-03-06 12:09:00,18211.0,United Kingdom,56,13790.0,Valido
553861,2021-05-19 13:58:00,13591.0,United Kingdom,135,31403.0,Valido
567370,2021-09-20 09:13:00,14236.0,United Kingdom,272,30156.0,Valido
560034,2021-07-14 13:35:00,13933.0,United Kingdom,113,30099.0,Valido
547419,2021-03-23 10:27:00,15061.0,United Kingdom,1135,164958.0,Valido
565680,2021-09-06 10:27:00,14560.0,United Kingdom,240,10080.0,Valido
561244,2021-07-26 11:24:00,13865.0,United Kingdom,54,10082.0,Valido
542155,2021-01-26 10:51:00,15777.0,United Kingdom,112,28560.0,Valido
572023,2021-10-20 11:03:00,17764.0,United Kingdom,247,55685.0,Valido
577749,2021-11-21 14:26:00,16242.0,United Kingdom,299,53420.0,Valido
550901,2021-04-21 12:12:00,13389.0,United Kingdom,115,25789.0,Valido
555546,2021-06-05 13:09:00,17735.0,United Kingdom,118,22830.0,Valido
561900,2021-07-31 15:31:00,16655.0,United Kingdom,523,63819.0,Valido
547963,2021-03-28 15:42:00,13037.0,United Kingdom,158,25042.0,Valido
575968,2021-11-13 12:47:00,14882.0,United Kingdom,92,34180.0,Valido
571745,2021-10-19 10:48:00,14911.0,EIRE,711,158875.0,Valido
539986,2020-12-23 15:21:00,,United Kingdom,7,1525.0,Valido
543115,2021-02-03 13:27:00,14606.0,United Kingdom,72,12075.0,Valido
552947,2021-05-12 11:57:00,16943.0,United Kingdom,20,17210.0,Valido
550002,2021-04-14 09:30:00,12709.0,Germany,41,6800.0,Valido
569539,2021-10-04 15:58:00,18102.0,United Kingdom,112,55776.0,Valido
569863,2021-10-06 14:44:00,,United Kingdom,1,995.0,Valido
545812,2021-03-07 12:26:00,14214.0,United Kingdom,313,63865.0,Valido
569740,2021-10-06 10:52:00,15769.0,United Kingdom,1600,292400.0,Valido
564648,2021-08-26 14:04:00,15641.0,United Kingdom,466,58182.0,Valido
551859,2021-05-04 15:37:00,14336.0,United Kingdom,301,23003.0,Valido
538070,2020-12-09 14:08:00,16519.0,United Kingdom,24,10370.0,Valido
576848,2021-11-16 15:38:00,15051.0,United Kingdom,124,24568.0,Valido
546442,2021-03-14 10:38:00,15159.0,United Kingdom,54,20730.0,Valido
560422,2021-07-18 15:14:00,16746.0,United Kingdom,162,30018.0,Valido
559948,2021-07-14 10:41:00,12653.0,Israel,633,143075.0,Valido
539688,2020-12-21 11:00:00,12678.0,France,1,15000.0,Valido
548916,2021-04-05 10:07:00,14849.0,United Kingdom,377,42234.0,Valido
565851,2021-09-07 13:06:00,14911.0,EIRE,332,63729.0,Valido
538909,2020-12-15 10:48:00,13491.0,United Kingdom,18,9750.0,Valido
553475,2021-05-17 11:31:00,18102.0,United Kingdom,306,86640.0,Valido
536523,2020-12-01 12:50:00,12868.0,United Kingdom,112,20330.0,Valido
547571,2021-03-24 09:52:00,16265.0,United Kingdom,182,43230.0,Valido
557871,2021-06-23 12:41:00,13458.0,United Kingdom,130,30078.0,Valido
553017,2021-05-12 19:01:00,12757.0,Portugal,311,60283.0,Valido
549471,2021-04-08 14:39:00,17389.0,United Kingdom,72,7350.0,Valido
573924,2021-11-02 09:45:00,15065.0,United Kingdom,202,29938.0,Valido
576641,2021-11-16 09:59:00,17549.0,United Kingdom,150,12066.0,Valido
574746,2021-11-07 08:30:00,16523.0,United Kingdom,198,67680.0,Valido
546019,2021-03-08 17:25:00,14507.0,United Kingdom,50,3949.0,Valido
556809,2021-06-14 16:48:00,17179.0,United Kingdom,82,22348.0,Valido
567768,2021-09-22 11:17:00,15950.0,United Kingdom,123,25584.0,Valido
574661,2021-11-06 11:56:00,13447.0,United Kingdom,166,43030.0,Valido
549838,2021-04-12 13:39:00,16705.0,United Kingdom,48,9600.0,Valido
547519,2021-03-23 14:46:00,16308.0,United Kingdom,1000,32000.0,Valido
577080,2021-11-17 15:24:00,17001.0,United Kingdom,172,35760.0,Valido
560048,2021-07-14 15:02:00,13515.0,United Kingdom,127,13216.0,Valido
568709,2021-09-28 15:42:00,15036.0,United Kingdom,176,21986.0,Valido
539651,2020-12-20 16:19:00,,United Kingdom,26,3250.0,Valido
578171,2021-11-23 11:36:00,17685.0,United Kingdom,207,39240.0,Valido
576400,2021-11-15 10:51:00,13632.0,United Kingdom,288,45214.0,Valido
557640,2021-06-21 16:24:00,,United Kingdom,364,176085.0,Valido
543013,2021-02-02 13:35:00,,United Kingdom,310,134077.0,Valido
542083,2021-01-25 12:26:00,18008.0,United Kingdom,355,13081.0,Valido
579759,2021-11-30 15:02:00,15251.0,United Kingdom,244,36388.0,Valido
537628,2020-12-07 15:02:00,16293.0,United Kingdom,189,37875.0,Valido
542096,2021-01-25 12:52:00,17236.0,United Kingdom,141,19933.0,Valido
576909,2021-11-17 09:49:00,12471.0,Germany,519,107212.0,Valido
560105,2021-07-14 19:23:00,16794.0,United Kingdom,263,22213.0,Valido
541709,2021-01-21 11:09:00,17504.0,United Kingdom,233,44115.0,Valido
578272,2021-11-23 13:40:00,17463.0,United Kingdom,126,19831.0,Valido
555363,2021-06-02 14:15:00,14453.0,United Kingdom,49,11993.0,Valido
566033,2021-09-08 13:07:00,16031.0,United Kingdom,204,24331.0,Valido
571545,2021-10-17 16:59:00,,United Kingdom,11,1365.0,Valido
562155,2021-08-03 11:24:00,17940.0,United Kingdom,648,16200.0,Valido
561047,2021-07-24 12:46:00,16948.0,United Kingdom,1368,19448.0,Valido
568527,2021-09-27 13:21:00,13178.0,United Kingdom,539,76500.0,Valido
563382,2021-08-16 10:50:00,18221.0,United Kingdom,145,16985.0,Valido
549196,2021-04-07 10:33:00,14911.0,EIRE,271,35623.0,Valido
577599,2021-11-21 08:26:00,15738.0,United Kingdom,202,31690.0,Valido
569567,2021-10-05 09:56:00,16059.0,United Kingdom,40,10530.0,Valido
576347,2021-11-14 15:38:00,13268.0,United Kingdom,2,820.0,Valido
544569,2021-02-21 12:58:00,16980.0,United Kingdom,418,73236.0,Valido
542865,2021-02-01 12:08:00,12929.0,United Kingdom,37,11785.0,Valido
562789,2021-08-09 13:50:00,14646.0,Netherlands,7807,1234121.0,Valido
567798,2021-09-22 12:00:00,13089.0,United Kingdom,331,88663.0,Valido
565577,2021-09-05 12:24:00,14177.0,United Kingdom,2,750.0,Valido
550915,2021-04-21 13:30:00,13263.0,United Kingdom,69,13359.0,Valido
541293,2021-01-17 13:39:00,15311.0,United Kingdom,145,39457.0,Valido
578688,2021-11-25 09:27:00,16719.0,United Kingdom,235,29267.0,Valido
560896,2021-07-21 17:26:00,15623.0,United Kingdom,125,30103.0,Valido
561711,2021-07-29 11:45:00,13414.0,United Kingdom,368,53280.0,Valido
575701,2021-11-10 16:59:00,13396.0,United Kingdom,461,97372.0,Valido
547886,2021-03-28 09:21:00,13652.0,United Kingdom,178,32944.0,Valido
562467,2021-08-05 11:50:00,13513.0,United Kingdom,109,20510.0,Valido
563927,2021-08-21 15:01:00,14013.0,United Kingdom,258,19922.0,Valido
581471,2021-12-08 19:29:00,14702.0,United Kingdom,76,19929.0,Valido
573230,2021-10-28 11:55:00,13199.0,United Kingdom,48,8592.0,Valido
568656,2021-09-28 12:21:00,14911.0,EIRE,70,14162.0,Valido
554502,2021-05-24 14:47:00,14289.0,United Kingdom,26,12468.0,Valido
581017,2021-12-07 10:06:00,14910.0,United Kingdom,80,11080.0,Valido
540116,2021-01-05 09:54:00,,United Kingdom,2,1013.0,Valido
546428,2021-03-13 14:55:00,12681.0,France,185,34329.0,Valido
571090,2021-10-13 15:28:00,15271.0,United Kingdom,34,7950.0,Valido
540856,2021-01-12 10:16:00,16655.0,United Kingdom,373,81225.0,Valido
568242,2021-09-26 12:11:00,14931.0,Channel Islands,181,26165.0,Valido
550713,2021-04-20 11:11:00,15159.0,United Kingdom,1,1250.0,Valido
542100,2021-01-25 13:15:00,15339.0,United Kingdom,159,25790.0,Valido
549833,2021-04-12 13:19:00,13458.0,United Kingdom,666,101514.0,Valido
571918,2021-10-19 16:05:00,17350.0,United Kingdom,240,15624.0,Valido
537759,2020-12-08 11:42:00,13126.0,United Kingdom,108,20364.0,Valido
555940,2021-06-08 10:10:00,14191.0,United Kingdom,98,35760.0,Valido
560834,2021-07-21 12:15:00,16523.0,United Kingdom,204,48440.0,Valido
554366,2021-05-24 10:24:00,17450.0,United Kingdom,3084,946848.0,Valido
566520,2021-09-13 11:26:00,17757.0,United Kingdom,61,16119.0,Valido
537471,2020-12-07 10:51:00,14344.0,United Kingdom,3,1785.0,Valido
562034,2021-08-02 09:14:00,12449.0,Belgium,267,77795.0,Valido
568332,2021-09-26 14:30:00,13434.0,United Kingdom,240,46140.0,Valido
556823,2021-06-15 10:24:00,,United Kingdom,8,7772.0,Valido
537456,2020-12-07 09:43:00,17450.0,United Kingdom,780,198924.0,Valido
569693,2021-10-05 15:18:00,17837.0,United Kingdom,105,25095.0,Valido
573131,2021-10-27 16:44:00,15622.0,United Kingdom,106,38195.0,Valido
540099,2021-01-04 16:41:00,15808.0,United Kingdom,322,73392.0,Valido
546220,2021-03-10 12:16:00,16745.0,United Kingdom,584,54110.0,Valido
560252,2021-07-17 12:35:00,13468.0,United Kingdom,61,11587.0,Valido
569653,2021-10-05 12:52:00,12451.0,Switzerland,1650,253956.0,Valido
553545,2021-05-17 15:37:00,,United Kingdom,68,43014.0,Valido
575475,2021-11-09 16:03:00,17702.0,United Kingdom,302,48560.0,Valido
575703,2021-11-10 16:59:00,13767.0,United Kingdom,902,173530.0,Valido
556279,2021-06-09 19:55:00,14562.0,United Kingdom,59,21539.0,Valido
578951,2021-11-27 14:40:00,15514.0,United Kingdom,277,49923.0,Valido
578947,2021-11-27 13:49:00,14547.0,United Kingdom,438,53458.0,Valido
570129,2021-10-07 13:34:00,12885.0,United Kingdom,293,51947.0,Valido
566607,2021-09-13 16:40:00,13032.0,United Kingdom,175,49630.0,Valido
580887,2021-12-06 12:26:00,13755.0,United Kingdom,80,15690.0,Valido
552523,2021-05-09 16:38:00,15797.0,United Kingdom,200,33000.0,Valido
541263,2021-01-16 16:10:00,16843.0,United Kingdom,534,75906.0,Valido
542796,2021-02-01 11:07:00,17356.0,United Kingdom,166,17822.0,Valido
566776,2021-09-15 09:53:00,14911.0,EIRE,226,36837.0,Valido
544170,2021-02-16 14:01:00,16148.0,United Kingdom,72,7632.0,Valido
539469,2020-12-19 13:59:00,17841.0,United Kingdom,152,28352.0,Valido
549670,2021-04-11 12:45:00,16168.0,United Kingdom,88,14120.0,Valido
573902,2021-11-01 14:51:00,17428.0,United Kingdom,48,31118.0,Valido
544826,2021-02-24 09:36:00,14513.0,United Kingdom,7,1875.0,Valido
541086,2021-01-13 12:32:00,16503.0,United Kingdom,118,35370.0,Valido
543824,2021-02-14 09:31:00,14631.0,United Kingdom,160,30950.0,Valido
552464,2021-05-09 15:12:00,12726.0,France,333,22340.0,Valido
551515,2021-05-01 10:51:00,15606.0,United Kingdom,104,32088.0,Valido
540160,2021-01-05 11:50:00,15769.0,United Kingdom,1032,257448.0,Valido
565631,2021-09-05 15:49:00,14680.0,United Kingdom,568,122616.0,Valido
580281,2021-12-02 13:15:00,12704.0,Finland,81,19876.0,Valido
559157,2021-07-06 15:53:00,13999.0,United Kingdom,167,30703.0,Valido
566257,2021-09-11 12:34:00,13324.0,United Kingdom,680,85560.0,Valido
554286,2021-05-23 14:16:00,17686.0,United Kingdom,97,38696.0,Valido
546741,2021-03-16 12:22:00,13261.0,United Kingdom,20,9900.0,Valido
546029,2021-03-09 08:59:00,15206.0,United Kingdom,6,1770.0,Valido
543278,2021-02-06 14:43:00,16745.0,United Kingdom,406,20382.0,Valido
540630,2021-01-10 11:59:00,17849.0,United Kingdom,19,21775.0,Valido
559817,2021-07-12 16:20:00,,United Kingdom,652,183958.0,Valido
547563,2021-03-24 08:56:00,15651.0,United Kingdom,238,22732.0,Valido
554105,2021-05-22 14:04:00,14711.0,United Kingdom,111,21306.0,Valido
539442,2020-12-17 15:39:00,16558.0,United Kingdom,127,31115.0,Valido
563952,2021-08-22 10:44:00,15572.0,United Kingdom,267,67925.0,Valido
545162,2021-02-28 13:35:00,16187.0,United Kingdom,247,48090.0,Valido
564966,2021-08-31 15:08:00,17677.0,United Kingdom,24,3480.0,Valido
578354,2021-11-24 10:12:00,17139.0,United Kingdom,232,46852.0,Valido
550986,2021-04-21 18:06:00,,United Kingdom,378,165497.0,Valido
572926,2021-10-27 09:23:00,15659.0,United Kingdom,111,30645.0,Valido
570292,2021-10-10 11:59:00,13418.0,United Kingdom,124,37068.0,Valido
550972,2021-04-21 17:05:00,14031.0,United Kingdom,46,9963.0,Valido
541850,2021-01-23 13:58:00,14224.0,United Kingdom,99,24430.0,Valido
573124,2021-10-27 16:24:00,13654.0,United Kingdom,24,9960.0,Valido
571080,2021-10-13 15:19:00,13719.0,United Kingdom,77,25049.0,Valido
565420,2021-09-04 12:09:00,16326.0,United Kingdom,85,31305.0,Valido
554633,2021-05-25 11:44:00,14287.0,United Kingdom,144,1728.0,Valido
543464,2021-02-08 14:15:00,16779.0,United Kingdom,308,36432.0,Valido
553655,2021-05-18 11:14:00,16775.0,United Kingdom,31,11470.0,Valido
553559,2021-05-17 17:12:00,14931.0,Channel Islands,1,29300.0,Valido
551391,2021-04-28 12:06:00,15514.0,United Kingdom,152,38520.0,Valido
559491,2021-07-08 13:53:00,,United Kingdom,119,64604.0,Valido
544391,2021-02-18 11:53:00,15755.0,United Kingdom,198,31468.0,Valido
575039,2021-11-08 11:53:00,15005.0,United Kingdom,245,32722.0,Valido
544098,2021-02-16 10:04:00,16019.0,United Kingdom,396,112935.0,Valido
579495,2021-11-29 15:34:00,13576.0,United Kingdom,180,32748.0,Valido
565852,2021-09-07 13:11:00,,United Kingdom,7,1410.0,Valido
569550,2021-10-04 17:32:00,15955.0,United Kingdom,10,850.0,Valido
556827,2021-06-15 10:29:00,15134.0,United Kingdom,101,17163.0,Valido
541278,2021-01-17 11:53:00,14135.0,United Kingdom,52,16740.0,Valido
553192,2021-05-15 13:27:00,15333.0,United Kingdom,344,102856.0,Valido
548739,2021-04-04 11:28:00,15493.0,United Kingdom,106,41249.0,Valido
562949,2021-08-11 09:47:00,14346.0,United Kingdom,501,75914.0,Valido
542806,2021-02-01 11:20:00,12836.0,United Kingdom,254,79899.0,Valido
573757,2021-11-01 09:46:00,17166.0,United Kingdom,21,7875.0,Valido
542925,2021-02-02 09:39:00,14457.0,United Kingdom,88,11364.0,Valido
545158,2021-02-28 13:28:00,15874.0,United Kingdom,52,58435.0,Valido
549826,2021-04-12 12:53:00,15044.0,United Kingdom,114,44050.0,Valido
573830,2021-11-01 11:35:00,16960.0,United Kingdom,76,14896.0,Valido
548196,2021-03-29 15:44:00,16011.0,United Kingdom,63,11855.0,Valido
575331,2021-11-09 13:52:00,13209.0,United Kingdom,593,104966.0,Valido
566491,2021-09-13 10:25:00,14060.0,United Kingdom,216,29424.0,Valido
556514,2021-06-13 10:45:00,,United Kingdom,2,2325.0,Valido
572670,2021-10-25 13:14:00,13685.0,United Kingdom,1524,59436.0,Valido
554356,2021-05-24 09:25:00,12670.0,France,210,39334.0,Valido
566062,2021-09-08 15:39:00,14522.0,United Kingdom,251,48207.0,Valido
551293,2021-04-27 14:28:00,14298.0,United Kingdom,618,42864.0,Valido
574747,2021-11-07 08:34:00,15618.0,United Kingdom,239,35781.0,Valido
555846,2021-06-07 13:21:00,14180.0,United Kingdom,21,14915.0,Valido
540455,2021-01-07 12:07:00,12583.0,France,491,73016.0,Valido
562721,2021-08-08 16:31:00,15985.0,United Kingdom,208,24284.0,Valido
545021,2021-02-25 14:11:00,17663.0,United Kingdom,179,37139.0,Valido
555367,2021-06-02 14:28:00,17900.0,United Kingdom,49,7980.0,Valido
569907,2021-10-06 16:41:00,12569.0,Germany,13,7740.0,Valido
559819,2021-07-12 16:58:00,12682.0,France,117,25670.0,Valido
575579,2021-11-10 11:49:00,13081.0,United Kingdom,144,7200.0,Valido
578665,2021-11-24 17:02:00,16570.0,United Kingdom,208,42708.0,Valido
547796,2021-03-25 12:34:00,14646.0,Netherlands,731,140786.0,Valido
554967,2021-05-27 16:23:00,,United Kingdom,1,595.0,Valido
543032,2021-02-02 15:39:00,12990.0,United Kingdom,50,9750.0,Valido
562166,2021-08-03 12:10:00,13209.0,United Kingdom,524,59526.0,Valido
556235,2021-06-09 15:29:00,12778.0,Netherlands,85,8400.0,Valido
571741,2021-10-19 10:36:00,15610.0,United Kingdom,66,11246.0,Valido
537354,2020-12-06 12:23:00,12748.0,United Kingdom,85,13307.0,Valido
560576,2021-07-19 14:59:00,17287.0,United Kingdom,110,20207.0,Valido
581253,2021-12-08 11:15:00,16891.0,United Kingdom,28,11595.0,Valido
572913,2021-10-26 16:21:00,15993.0,United Kingdom,678,86389.0,Valido
547324,2021-03-22 11:27:00,13014.0,United Kingdom,108,31780.0,Valido
579489,2021-11-29 15:22:00,16775.0,United Kingdom,27,12915.0,Valido
565480,2021-09-05 11:27:00,18273.0,United Kingdom,40,10200.0,Valido
551558,2021-05-03 10:41:00,17841.0,United Kingdom,152,32771.0,Valido
536614,2020-12-02 09:44:00,17850.0,United Kingdom,12,2220.0,Valido
559525,2021-07-10 10:30:00,16923.0,United Kingdom,214,39152.0,Valido
536920,2020-12-03 12:01:00,,United Kingdom,58,6930.0,Valido
560714,2021-07-20 13:10:00,14456.0,United Kingdom,20,2625.0,Valido
548746,2021-04-04 12:11:00,12471.0,Germany,40,5000.0,Valido
566248,2021-09-11 12:06:00,13272.0,United Kingdom,72,14096.0,Valido
565475,2021-09-05 10:47:00,14156.0,EIRE,5034,748006.0,Valido
565424,2021-09-04 12:24:00,15215.0,United Kingdom,92,30004.0,Valido
540350,2021-01-06 14:14:00,18283.0,United Kingdom,61,10845.0,Valido
553612,2021-05-18 10:48:00,17556.0,United Kingdom,101,15790.0,Valido
540274,2021-01-06 11:59:00,14618.0,United Kingdom,92,21180.0,Valido
550996,2021-04-26 08:57:00,16681.0,United Kingdom,260,31492.0,Valido
581580,2021-12-09 12:20:00,12748.0,United Kingdom,82,9411.0,Valido
574149,2021-11-03 11:29:00,13709.0,United Kingdom,293,77490.0,Valido
544408,2021-02-18 13:29:00,16726.0,United Kingdom,106,6100.0,Valido
540273,2021-01-06 11:57:00,17368.0,United Kingdom,711,56315.0,Valido
578993,2021-11-27 15:38:00,15987.0,United Kingdom,182,24486.0,Valido
581395,2021-12-08 13:18:00,16892.0,United Kingdom,35,12312.0,Valido
543279,2021-02-06 14:46:00,17105.0,United Kingdom,359,31940.0,Valido
577813,2021-11-22 09:06:00,14297.0,United Kingdom,458,58038.0,Valido
545103,2021-02-28 11:57:00,15039.0,United Kingdom,2,1190.0,Valido
552245,2021-05-06 19:42:00,12748.0,United Kingdom,14,10887.0,Valido
542905,2021-02-01 15:11:00,12540.0,Spain,193,28898.0,Valido
574705,2021-11-06 14:06:00,14553.0,United Kingdom,21,19440.0,Valido
564951,2021-08-31 13:35:00,,United Kingdom,1,825.0,Valido
565141,2021-09-01 13:40:00,17841.0,United Kingdom,212,35439.0,Valido
560246,2021-07-17 12:17:00,14292.0,United Kingdom,328,135310.0,Valido
554026,2021-05-20 13:34:00,13324.0,United Kingdom,376,64872.0,Valido
568135,2021-09-23 17:04:00,,United Kingdom,664,193453.0,Valido
574952,2021-11-08 09:47:00,13924.0,United Kingdom,123,17233.0,Valido
564095,2021-08-23 10:31:00,14930.0,Channel Islands,52,16558.0,Valido
577298,2021-11-18 12:49:00,14299.0,United Kingdom,497,52555.0,Valido
557886,2021-06-23 13:39:00,17799.0,United Kingdom,233,58004.0,Valido
536884,2020-12-03 11:42:00,14589.0,United Kingdom,5,3975.0,Valido
572676,2021-10-25 13:30:00,16258.0,United Kingdom,649,146245.0,Valido
557126,2021-06-16 19:21:00,18168.0,United Kingdom,83,11515.0,Valido
